satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,test,salary
0.69,0.94,3,170,3,0,0,0,IT,0.016588235,high
0.99,0.94,3,244,3,0,0,0,IT,0.011557377,high
0.76,0.84,5,137,4,0,0,0,IT,0.030656934,high
0.63,0.43,2,222,4,0,0,0,product_mng,0.003873874,high
0.89,0.64,3,184,5,0,0,0,RandD,0.010434783,high
0.52,0.61,5,162,3,0,0,0,marketing,0.01882716,high
0.65,0.59,3,167,2,0,0,0,technical,0.010598802,high
0.22,0.61,6,237,5,0,0,0,marketing,0.015443038,high
0.58,0.59,4,224,3,0,0,0,sales,0.010535714,high
0.68,0.84,3,209,3,0,0,0,sales,0.012057416,high
0.22,0.64,6,260,4,0,0,0,hr,0.014769231,high
0.18,0.97,4,206,3,0,0,0,hr,0.018834951,high
0.56,0.66,5,216,2,0,0,0,technical,0.015277778,high
0.32,0.66,5,116,5,1,0,0,technical,0.028448276,high
0.38,0.64,5,160,3,0,0,0,support,0.02,high
0.58,0.58,3,122,3,0,0,0,management,0.014262295,high
0.94,0.8,5,170,4,0,0,0,IT,0.023529412,high
0.99,0.79,3,271,4,0,0,0,marketing,0.008745387,high
0.5,0.5,4,184,3,0,0,0,support,0.010869565,high
0.58,0.62,5,270,2,0,0,0,sales,0.011481481,high
0.89,0.73,3,169,3,0,0,0,support,0.01295858,high
0.99,0.86,4,196,2,1,0,0,marketing,0.01755102,high
0.52,0.79,5,265,3,1,0,0,support,0.01490566,high
0.59,0.76,4,234,3,0,0,0,sales,0.012991453,high
0.65,0.77,4,273,2,0,0,0,support,0.011282051,high
0.44,0.42,3,178,3,0,0,0,support,0.007078652,high
0.98,0.67,4,189,4,0,0,0,support,0.014179894,high
0.69,0.8,5,203,2,1,0,0,support,0.019704433,high
0.71,0.56,3,177,4,0,0,0,support,0.009491525,high
0.54,0.71,5,253,2,1,0,0,support,0.014031621,high
0.77,0.98,3,273,3,0,0,0,support,0.010769231,high
0.53,0.43,2,139,3,0,0,0,support,0.00618705,high
0.64,0.72,3,185,2,1,0,0,technical,0.011675676,high
0.69,0.59,5,182,4,0,0,0,technical,0.016208791,high
0.93,0.71,5,270,2,0,0,0,technical,0.013148148,high
0.58,0.65,3,139,4,0,0,0,management,0.014028777,high
0.71,0.79,4,261,3,0,0,0,sales,0.01210728,high
0.2,0.38,6,212,6,0,0,0,sales,0.010754717,high
0.99,0.57,4,216,3,0,0,0,sales,0.010555556,high
0.77,0.57,4,238,3,0,0,0,sales,0.009579832,high
0.8,0.56,2,204,3,0,0,0,sales,0.005490196,high
0.97,0.5,4,216,2,0,0,0,sales,0.009259259,high
0.89,0.53,4,208,3,0,0,0,sales,0.010192308,high
0.97,0.7,4,218,2,0,0,0,sales,0.012844037,high
0.79,0.9,5,146,3,1,0,0,support,0.030821918,high
0.66,0.63,3,166,3,0,0,0,IT,0.011385542,high
0.65,0.48,4,229,3,0,0,0,RandD,0.008384279,high
0.49,0.6,3,191,3,1,0,0,RandD,0.009424084,high
0.65,0.49,5,238,4,0,0,0,marketing,0.010294118,high
0.98,0.89,3,150,3,0,0,0,support,0.0178,high
0.14,0.93,4,180,4,0,0,0,marketing,0.020666667,high
0.15,0.98,2,96,2,0,0,0,sales,0.020416667,high
0.67,0.87,3,177,4,0,0,0,sales,0.014745763,high
0.96,0.72,4,228,2,0,0,0,accounting,0.012631579,high
0.94,0.77,5,233,4,0,0,0,technical,0.016523605,high
0.18,0.86,6,264,3,0,0,0,technical,0.019545455,high
0.82,0.59,5,143,2,1,0,0,technical,0.020629371,high
0.92,0.84,3,220,3,1,0,0,technical,0.011454545,high
0.61,0.69,4,160,2,1,0,0,support,0.01725,high
0.75,0.77,3,178,4,0,0,0,IT,0.012977528,high
0.96,0.78,3,209,2,0,0,0,product_mng,0.011196172,high
0.37,0.71,2,139,4,0,0,0,RandD,0.010215827,high
0.62,0.76,4,163,3,0,0,0,sales,0.018650307,high
0.77,0.43,4,265,6,0,0,0,support,0.006490566,high
0.76,0.77,5,133,2,0,0,0,sales,0.028947368,high
0.16,0.78,4,196,5,0,0,0,technical,0.015918367,high
0.16,0.72,4,192,6,0,0,0,sales,0.015,high
0.4,0.85,5,99,2,1,0,0,support,0.042929293,high
0.42,0.67,2,115,3,0,0,0,sales,0.011652174,high
0.49,0.52,3,225,2,0,0,0,technical,0.006933333,high
0.59,0.5,3,199,2,0,0,0,technical,0.007537688,high
0.24,0.65,6,210,5,0,0,0,management,0.018571429,high
0.18,0.87,6,226,4,0,0,0,IT,0.023097345,high
0.73,0.62,5,134,3,0,0,0,IT,0.023134328,high
0.78,0.63,6,111,6,0,0,0,IT,0.034054054,high
0.94,0.73,5,142,2,1,0,0,IT,0.025704225,high
0.86,0.53,3,213,3,0,0,0,IT,0.007464789,high
0.97,0.88,4,139,2,0,0,0,product_mng,0.025323741,high
0.49,0.54,3,145,3,0,0,0,product_mng,0.011172414,high
0.82,0.48,4,149,6,0,0,0,product_mng,0.012885906,high
0.86,0.64,4,147,2,1,0,0,product_mng,0.017414966,high
0.61,0.45,3,114,3,0,0,0,sales,0.011842105,high
0.65,0.57,3,168,2,0,0,0,sales,0.010178571,high
0.95,0.83,4,252,2,0,0,0,sales,0.013174603,high
0.63,0.64,5,189,4,0,0,0,sales,0.016931217,high
0.72,0.6,3,265,2,1,0,0,sales,0.006792453,high
0.8,0.57,3,176,3,0,0,0,sales,0.009715909,high
0.7,0.57,4,150,4,0,0,0,sales,0.0152,high
0.45,0.79,5,97,6,1,0,0,accounting,0.040721649,high
0.5,0.65,5,285,6,0,0,0,management,0.011403509,high
0.51,0.59,3,238,3,0,0,0,support,0.007436975,high
0.62,0.85,4,225,2,0,0,0,management,0.015111111,high
0.81,0.52,4,221,6,0,0,0,marketing,0.009411765,high
0.87,0.68,5,236,4,0,0,0,sales,0.01440678,high
0.77,0.48,3,204,6,0,0,0,sales,0.007058824,high
0.9,0.56,3,149,2,0,0,0,sales,0.011275168,high
0.5,0.76,2,107,4,0,0,0,sales,0.014205607,high
0.32,0.69,6,192,3,0,0,0,sales,0.0215625,high
0.92,0.59,4,190,5,0,0,0,technical,0.012421053,high
0.63,0.58,4,236,2,0,0,0,technical,0.009830508,high
0.56,0.61,3,250,2,0,0,0,support,0.00732,high
0.34,0.76,6,237,5,0,0,0,support,0.019240506,high
0.36,0.45,2,135,3,1,0,0,support,0.006666667,high
0.95,0.96,4,161,2,0,0,0,IT,0.023850932,high
0.48,0.55,4,262,3,1,0,0,RandD,0.008396947,high
0.86,0.53,4,155,3,0,0,0,marketing,0.013677419,high
0.64,0.69,4,232,3,0,0,0,technical,0.011896552,high
0.14,0.54,5,275,4,1,0,0,sales,0.009818182,high
0.78,0.83,4,158,3,0,0,0,IT,0.021012658,high
0.37,0.7,2,188,2,0,0,0,sales,0.007446809,high
0.9,0.67,3,165,2,0,0,0,IT,0.012181818,high
0.42,0.5,5,286,4,0,0,0,sales,0.008741259,high
0.65,0.56,3,230,2,0,0,0,IT,0.007304348,high
0.73,0.74,4,214,3,0,0,0,sales,0.013831776,high
0.7,0.43,6,253,3,0,0,0,IT,0.010197628,high
0.63,0.68,4,191,2,0,0,0,IT,0.014240838,high
0.97,0.63,5,199,2,1,0,0,IT,0.015829146,high
0.28,0.52,3,127,4,0,0,0,product_mng,0.012283465,high
0.7,0.6,3,187,2,0,0,0,product_mng,0.009625668,high
0.83,0.51,4,215,3,0,0,0,product_mng,0.009488372,high
0.22,0.76,4,176,6,1,0,0,product_mng,0.017272727,high
0.55,0.47,3,194,2,0,0,0,IT,0.007268041,high
0.33,0.77,3,216,3,0,0,0,RandD,0.010694444,high
0.5,0.78,4,185,3,0,0,0,RandD,0.016864865,high
0.93,0.88,5,140,3,0,0,0,RandD,0.031428571,high
0.77,0.66,3,260,4,0,0,0,RandD,0.007615385,high
0.28,0.77,3,221,3,0,0,0,sales,0.010452489,high
0.97,0.6,6,168,5,1,0,0,sales,0.021428571,high
0.8,0.78,3,251,3,0,0,0,sales,0.009322709,high
0.75,0.55,2,188,3,0,0,0,accounting,0.005851064,high
0.89,0.88,3,203,3,0,0,0,accounting,0.013004926,high
0.6,0.76,5,168,2,1,0,0,accounting,0.022619048,high
0.73,0.98,3,227,2,1,0,0,hr,0.012951542,high
0.88,0.75,4,159,2,0,0,0,hr,0.018867925,high
0.66,0.51,6,105,4,0,0,0,IT,0.029142857,high
0.82,0.55,3,207,2,0,0,0,marketing,0.007971014,high
0.57,0.54,3,157,4,1,0,0,sales,0.010318471,high
0.75,0.69,3,242,3,0,0,0,sales,0.008553719,high
0.75,0.67,4,135,2,0,0,0,sales,0.019851852,high
0.84,0.93,5,225,4,0,0,0,sales,0.020666667,high
0.54,0.48,3,275,2,0,0,0,sales,0.005236364,high
0.64,0.53,3,281,3,0,0,0,sales,0.005658363,high
0.86,0.87,3,268,2,0,0,0,sales,0.009738806,high
0.55,0.49,5,240,3,0,0,0,technical,0.010208333,high
0.7,0.8,5,245,4,0,0,0,support,0.016326531,high
0.96,0.73,3,193,3,1,0,0,support,0.01134715,high
0.91,0.52,3,256,2,0,0,0,support,0.00609375,high
0.84,0.68,4,179,3,0,0,0,technical,0.015195531,high
0.93,0.73,3,252,4,0,0,0,product_mng,0.008690476,high
0.21,0.65,4,276,6,0,0,0,marketing,0.00942029,high
0.58,0.63,5,191,3,1,0,0,technical,0.016492147,high
0.92,0.91,3,160,2,0,0,0,marketing,0.0170625,high
0.48,0.45,3,277,2,1,0,0,accounting,0.004873646,high
0.5,0.84,3,259,2,0,0,0,product_mng,0.00972973,high
0.84,0.95,5,199,3,0,0,0,accounting,0.023869347,high
0.58,0.74,4,180,3,0,0,0,product_mng,0.016444444,high
0.71,0.6,4,208,3,0,0,0,accounting,0.011538462,high
0.24,0.39,4,152,5,0,0,0,product_mng,0.010263158,high
0.74,0.58,3,220,2,0,0,0,hr,0.007909091,high
0.59,0.75,2,273,2,0,0,0,IT,0.005494505,high
0.97,0.69,4,134,3,0,0,0,RandD,0.020597015,high
0.56,0.85,3,109,2,0,0,0,RandD,0.023394495,high
0.78,0.59,4,124,3,1,0,0,RandD,0.019032258,high
0.64,0.72,4,253,4,0,0,0,RandD,0.011383399,high
0.58,0.9,5,224,3,0,0,0,RandD,0.020089286,high
0.68,0.58,3,217,2,0,0,0,marketing,0.008018433,high
0.82,0.73,3,148,4,0,0,0,sales,0.014797297,high
0.83,0.78,5,240,3,0,0,0,accounting,0.01625,high
0.49,0.49,2,226,3,0,0,0,support,0.004336283,high
0.57,0.95,4,176,3,0,0,0,technical,0.021590909,high
0.66,0.93,4,248,3,0,0,0,management,0.015,high
0.88,0.75,5,152,3,0,0,0,hr,0.024671053,high
0.52,0.92,5,280,6,1,0,0,hr,0.016428571,high
0.48,0.5,6,253,4,0,0,0,technical,0.011857708,high
0.2,0.59,5,105,4,0,0,0,technical,0.028095238,high
0.93,0.84,3,159,3,0,0,0,technical,0.015849057,high
0.55,0.92,4,257,2,0,0,0,technical,0.014319066,high
0.73,0.64,3,202,4,0,0,0,technical,0.00950495,high
0.57,0.56,3,241,3,0,0,0,technical,0.006970954,high
0.97,0.54,3,255,2,1,0,0,RandD,0.006352941,high
0.91,0.5,4,231,3,0,0,0,sales,0.008658009,high
0.56,0.63,3,145,2,0,0,0,sales,0.013034483,high
0.58,0.77,4,190,6,0,0,0,sales,0.016210526,high
0.92,0.88,3,145,4,1,0,0,sales,0.018206897,high
0.66,0.77,5,236,3,0,0,0,sales,0.016313559,high
0.93,0.99,4,209,3,1,0,0,accounting,0.018947368,high
0.99,0.54,4,196,4,1,0,0,hr,0.011020408,high
0.2,0.75,3,235,4,0,0,0,technical,0.009574468,high
0.91,0.79,4,254,2,0,0,0,support,0.012440945,high
0.95,0.88,3,266,2,1,0,0,support,0.009924812,high
0.72,0.84,2,173,2,1,0,0,management,0.009710983,high
0.59,0.82,3,162,2,0,0,0,IT,0.015185185,high
0.62,0.64,3,165,3,0,0,0,IT,0.011636364,high
0.56,0.86,4,137,2,1,0,0,RandD,0.025109489,high
0.78,0.57,4,264,3,0,0,0,sales,0.008636364,high
0.36,0.66,4,97,2,0,0,0,sales,0.027216495,high
0.42,0.73,3,115,6,0,0,0,sales,0.019043478,high
0.76,0.76,4,214,3,0,0,0,technical,0.014205607,high
0.85,0.99,4,233,2,0,0,0,marketing,0.016995708,high
0.94,0.92,3,273,3,0,0,0,technical,0.01010989,high
0.74,0.96,4,197,3,0,0,0,accounting,0.019492386,high
0.76,0.71,6,168,2,0,0,0,technical,0.025357143,high
0.75,0.64,3,195,3,0,0,0,sales,0.009846154,high
0.91,0.52,4,172,4,1,0,0,management,0.012093023,high
0.79,0.49,4,163,3,0,0,0,sales,0.01202454,high
0.97,0.66,4,218,3,0,0,0,sales,0.012110092,high
0.61,0.59,3,157,2,0,0,0,sales,0.011273885,high
0.77,0.73,5,263,2,0,0,0,accounting,0.013878327,high
0.99,0.92,5,213,2,0,0,0,hr,0.021596244,high
0.77,0.83,5,197,4,0,0,0,management,0.02106599,high
0.61,0.5,3,231,3,0,0,0,IT,0.006493506,high
0.18,0.85,5,192,3,0,0,0,product_mng,0.022135417,high
0.73,0.74,3,221,3,0,0,0,RandD,0.010045249,high
0.88,0.66,3,178,3,0,0,0,RandD,0.011123596,high
0.96,0.94,3,182,3,0,0,0,marketing,0.015494505,high
0.68,0.54,4,165,4,0,0,0,sales,0.013090909,high
0.58,0.88,4,255,3,0,0,0,sales,0.013803922,high
0.65,0.63,3,137,3,0,0,0,sales,0.01379562,high
0.52,0.74,3,160,2,0,0,0,marketing,0.013875,high
0.39,0.39,2,131,2,0,0,0,marketing,0.005954198,high
0.48,0.56,4,271,3,0,0,0,technical,0.008265683,high
0.97,0.74,3,134,3,1,0,0,marketing,0.016567164,high
0.81,0.54,4,155,4,0,0,0,accounting,0.013935484,high
0.76,0.48,5,173,3,0,0,0,accounting,0.013872832,high
0.8,0.65,3,264,4,0,0,0,management,0.007386364,high
0.58,0.57,5,205,2,0,0,0,marketing,0.013902439,high
0.73,0.52,3,274,2,0,0,0,technical,0.005693431,high
0.54,0.72,6,222,5,0,0,0,marketing,0.019459459,high
0.47,0.4,3,113,3,0,0,0,marketing,0.010619469,high
0.87,0.79,3,244,3,0,0,0,sales,0.009713115,high
0.9,0.52,3,162,2,0,0,0,sales,0.00962963,high
0.51,0.63,3,234,2,0,0,0,sales,0.008076923,high
0.62,0.71,4,168,2,0,0,0,sales,0.016904762,high
0.47,0.43,3,120,3,0,0,0,sales,0.01075,high
0.59,0.94,5,274,2,0,0,0,sales,0.017153285,high
0.87,0.62,4,202,3,0,0,0,sales,0.012277228,high
0.59,0.97,3,209,3,0,0,0,sales,0.013923445,high
0.87,0.71,6,224,6,0,0,0,sales,0.019017857,high
0.89,0.93,3,168,2,0,0,0,sales,0.016607143,high
0.18,0.52,3,213,4,0,0,0,support,0.007323944,high
0.63,0.87,4,145,3,1,0,0,support,0.024,high
0.5,0.48,2,106,2,0,0,0,support,0.009056604,high
0.63,0.47,3,180,3,1,0,0,support,0.007833333,high
0.15,0.95,4,251,5,0,0,0,support,0.015139442,high
0.96,0.69,4,156,5,0,0,0,support,0.017692308,high
0.96,0.91,5,179,2,0,0,0,support,0.025418994,high
0.31,0.51,4,229,6,0,0,0,support,0.008908297,high
0.82,0.74,3,163,2,0,0,0,sales,0.013619632,high
0.96,0.54,5,161,3,1,0,0,accounting,0.016770186,high
0.58,0.97,2,216,3,0,0,0,accounting,0.008981481,high
0.84,0.56,3,266,3,0,0,0,hr,0.006315789,high
0.63,0.82,5,268,3,0,0,0,hr,0.015298507,high
0.56,0.89,3,163,3,1,0,0,technical,0.016380368,high
0.64,0.94,3,204,2,0,0,0,technical,0.013823529,high
0.56,0.59,5,254,4,0,0,0,support,0.011614173,high
0.98,0.68,4,253,3,0,0,0,support,0.010750988,high
0.51,0.85,2,248,4,0,0,0,IT,0.006854839,high
0.46,0.73,6,256,4,0,0,0,product_mng,0.017109375,high
0.36,0.68,2,126,4,0,0,0,marketing,0.010793651,high
0.52,0.93,2,243,3,0,0,0,accounting,0.007654321,high
0.51,0.73,3,205,4,0,0,0,accounting,0.010682927,high
0.6,0.99,5,161,3,0,0,0,management,0.030745342,high
0.65,0.79,3,201,3,1,0,0,sales,0.011791045,high
0.6,0.73,2,180,2,0,0,0,sales,0.008111111,high
0.77,0.71,5,204,3,0,0,0,sales,0.017401961,high
0.89,0.64,4,151,5,0,0,0,sales,0.016953642,high
0.71,0.68,4,208,2,0,0,0,accounting,0.013076923,high
0.96,0.7,3,169,3,0,0,0,support,0.012426036,high
0.85,0.81,3,205,3,0,0,0,marketing,0.011853659,high
0.54,0.83,3,201,3,0,0,0,accounting,0.01238806,high
0.23,0.74,5,120,4,0,0,0,accounting,0.030833333,high
0.77,0.93,3,227,3,0,0,0,management,0.012290749,high
0.68,0.81,3,180,2,1,0,0,sales,0.0135,high
0.84,0.61,5,202,3,0,0,0,support,0.01509901,high
0.93,0.79,5,241,4,0,0,0,marketing,0.016390041,high
0.97,0.55,4,166,3,1,0,0,accounting,0.013253012,high
0.64,0.53,3,216,3,0,0,0,accounting,0.007361111,high
0.93,0.49,4,255,2,0,0,0,management,0.007686275,high
0.99,0.59,5,263,3,0,0,0,sales,0.01121673,high
0.49,0.55,4,268,4,0,0,0,support,0.008208955,high
0.78,0.96,3,217,3,0,0,0,marketing,0.013271889,high
0.75,1,4,222,2,1,0,0,accounting,0.018018018,high
0.23,0.87,5,258,4,1,0,0,accounting,0.016860465,high
0.71,0.81,2,182,3,0,0,0,management,0.008901099,high
0.75,0.53,3,166,3,0,0,0,sales,0.009578313,high
0.64,0.61,4,143,2,1,0,0,support,0.017062937,high
0.2,0.83,4,258,4,0,0,0,sales,0.012868217,high
0.89,0.66,4,176,3,0,0,0,sales,0.015,high
0.15,0.56,4,214,5,0,0,0,sales,0.01046729,high
0.8,0.6,3,212,3,0,0,0,sales,0.008490566,high
0.55,0.48,4,271,6,1,0,0,sales,0.007084871,high
0.53,0.64,5,281,4,0,0,0,sales,0.0113879,high
0.62,0.77,3,204,4,0,0,0,sales,0.011323529,high
1,0.58,3,112,2,0,0,0,sales,0.015535714,high
0.31,0.75,3,120,4,0,0,0,sales,0.01875,high
0.62,0.51,5,134,3,0,0,0,sales,0.019029851,high
0.73,0.61,5,222,3,0,0,0,sales,0.013738739,high
0.52,0.61,3,203,3,0,0,0,sales,0.009014778,high
0.64,0.9,6,143,5,0,0,0,support,0.037762238,high
0.53,0.56,5,236,4,1,0,0,support,0.011864407,high
0.19,0.6,5,198,4,0,0,0,support,0.015151515,high
0.5,0.8,4,261,3,0,0,0,technical,0.012260536,high
0.86,0.97,4,258,3,0,0,0,technical,0.01503876,high
0.92,0.66,3,230,3,0,0,0,technical,0.008608696,high
0.82,0.97,3,137,3,0,0,0,management,0.021240876,high
0.54,0.51,5,258,3,0,0,0,IT,0.009883721,high
0.79,0.56,4,177,3,0,0,0,sales,0.012655367,high
0.53,0.57,5,141,3,1,0,0,technical,0.020212766,high
0.54,0.52,5,170,4,0,0,0,technical,0.015294118,high
0.93,0.5,2,135,3,0,0,0,technical,0.007407407,high
0.7,0.6,3,266,2,0,0,0,technical,0.006766917,high
1,0.75,3,237,3,0,0,0,technical,0.009493671,high
0.57,0.58,3,251,2,0,0,0,support,0.006932271,high
0.91,0.69,4,259,3,0,0,0,support,0.010656371,high
0.94,0.58,5,190,3,1,0,0,support,0.015263158,high
0.72,0.72,5,265,3,0,0,0,RandD,0.013584906,high
0.13,0.48,3,210,3,0,0,0,sales,0.006857143,high
0.61,0.7,4,161,3,1,0,0,management,0.017391304,high
0.15,0.89,3,251,4,0,0,0,marketing,0.01063745,high
0.41,0.48,3,135,3,0,0,0,sales,0.010666667,high
0.73,0.6,4,166,3,0,0,0,sales,0.014457831,high
0.54,0.65,3,185,2,0,0,0,accounting,0.010540541,high
0.81,0.79,4,177,2,0,0,0,hr,0.017853107,high
0.66,0.67,4,268,2,0,0,0,technical,0.01,high
0.44,0.63,3,193,3,0,0,0,technical,0.009792746,high
0.99,0.9,4,175,3,1,0,0,sales,0.020571429,high
0.87,0.73,5,111,4,0,0,0,management,0.032882883,high
0.86,0.82,3,263,6,0,0,0,sales,0.009353612,high
0.49,0.52,4,267,2,0,0,0,technical,0.007790262,high
0.64,0.61,4,136,3,0,0,0,sales,0.017941176,high
0.61,0.67,4,151,3,0,0,0,IT,0.017748344,high
0.78,0.91,3,177,2,0,0,0,sales,0.015423729,high
0.19,0.63,6,241,6,0,0,0,sales,0.015684647,high
0.56,0.99,4,230,3,0,0,0,sales,0.017217391,high
0.21,0.71,4,270,2,0,0,0,sales,0.010518519,high
0.83,0.71,3,234,4,0,0,0,accounting,0.009102564,high
0.5,0.64,3,257,2,1,0,0,accounting,0.007470817,high
0.74,0.87,5,264,3,0,0,0,accounting,0.016477273,high
0.75,0.83,4,133,4,0,0,0,hr,0.024962406,high
0.85,0.66,4,155,4,0,0,0,hr,0.017032258,high
0.93,0.59,3,202,2,0,0,0,hr,0.008762376,high
0.76,0.7,3,136,2,0,0,0,hr,0.015441176,high
0.91,0.78,3,269,3,1,0,0,technical,0.008698885,high
0.37,0.51,2,153,3,0,0,0,IT,0.006666667,high
0.87,0.97,4,243,3,0,0,0,IT,0.015967078,high
0.63,0.72,6,163,4,0,0,0,IT,0.026503067,high
0.72,0.79,3,221,3,0,0,0,product_mng,0.010723982,high
0.36,0.55,3,191,3,0,0,0,product_mng,0.008638743,high
0.96,0.7,4,272,3,0,0,0,product_mng,0.010294118,high
0.52,0.37,2,118,2,0,0,0,product_mng,0.006271186,high
0.16,0.83,5,173,4,0,0,0,IT,0.023988439,high
0.89,0.51,4,185,3,1,0,0,sales,0.011027027,high
0.68,0.78,5,233,3,0,0,0,technical,0.016738197,high
0.89,0.57,4,176,4,0,0,0,support,0.012954545,high
0.28,0.95,5,191,3,0,0,0,support,0.02486911,high
0.86,0.64,3,245,4,0,0,0,support,0.007836735,high
0.68,0.84,3,270,3,0,0,0,support,0.009333333,high
0.61,0.73,3,252,3,0,0,0,technical,0.008690476,high
0.93,0.86,4,192,4,0,0,0,IT,0.017916667,high
0.96,0.7,3,207,3,0,0,0,IT,0.010144928,high
0.49,0.59,4,137,4,0,0,0,technical,0.017226277,high
0.72,0.61,3,175,3,0,0,0,sales,0.010457143,high
0.76,0.64,4,234,2,0,0,0,sales,0.010940171,high
0.69,0.63,5,140,4,0,0,1,sales,0.0225,high
0.79,0.61,4,227,2,0,0,1,sales,0.010748899,high
0.6,0.73,5,241,3,0,0,0,sales,0.015145228,high
0.78,0.59,5,236,3,0,0,0,technical,0.0125,high
0.5,0.75,3,204,2,0,0,0,technical,0.011029412,high
0.9,0.65,3,254,2,0,0,0,support,0.007677165,high
0.65,0.98,3,252,2,0,0,0,product_mng,0.011666667,high
0.26,0.69,5,213,2,0,0,0,accounting,0.016197183,high
0.73,0.93,3,205,3,0,0,0,product_mng,0.013609756,high
0.62,0.51,4,193,3,0,0,0,accounting,0.010569948,high
0.77,0.59,4,273,2,0,0,0,IT,0.008644689,high
0.78,0.96,2,285,3,0,0,0,sales,0.006736842,high
0.49,0.59,5,140,3,0,0,0,support,0.021071429,high
0.61,0.9,2,142,3,0,0,0,marketing,0.012676056,high
0.96,0.85,4,247,3,0,0,0,sales,0.013765182,high
0.16,0.61,6,269,2,0,0,0,accounting,0.013605948,high
0.96,0.82,4,244,3,0,0,0,support,0.013442623,high
0.77,0.81,4,164,3,0,0,0,technical,0.019756098,high
0.85,0.87,6,232,5,0,0,0,management,0.0225,high
0.37,0.49,3,177,3,0,0,0,marketing,0.008305085,high
0.68,0.65,3,173,3,1,0,0,marketing,0.011271676,high
0.87,0.6,5,165,2,1,0,0,marketing,0.018181818,high
0.95,0.8,3,225,2,0,0,0,sales,0.010666667,high
0.88,0.91,4,233,4,0,0,0,technical,0.015622318,high
0.63,0.57,4,192,3,0,0,0,technical,0.011875,high
0.75,0.93,3,247,2,0,0,0,technical,0.011295547,high
0.74,1,4,192,4,0,0,0,technical,0.020833333,high
0.55,0.68,3,178,3,1,0,0,technical,0.011460674,high
0.87,0.55,4,197,3,0,0,0,technical,0.011167513,high
0.13,0.9,5,264,6,0,0,0,technical,0.017045455,high
0.33,0.64,2,274,3,1,0,0,technical,0.004671533,high
0.57,0.39,4,132,3,0,0,0,product_mng,0.011818182,high
0.61,0.89,3,242,10,0,0,0,sales,0.011033058,high
0.22,0.7,2,274,10,0,0,0,sales,0.005109489,high
0.5,0.48,4,130,10,0,0,0,sales,0.014769231,high
0.69,0.72,4,210,2,1,0,0,sales,0.013714286,high
0.48,0.71,2,162,3,1,0,0,sales,0.008765432,high
0.93,0.73,4,283,7,0,0,0,sales,0.010318021,high
0.97,0.55,5,212,6,0,0,0,sales,0.012971698,high
0.5,1,5,264,8,0,0,1,accounting,0.018939394,high
0.99,0.84,4,142,10,0,0,0,technical,0.023661972,high
0.65,0.62,4,258,2,0,0,0,support,0.009612403,high
0.82,0.85,3,214,2,0,0,0,support,0.011915888,high
0.6,0.61,5,191,2,1,0,0,technical,0.015968586,high
0.82,0.82,3,164,3,0,0,0,technical,0.015,high
0.94,0.52,3,273,3,0,0,0,product_mng,0.005714286,high
0.58,0.91,3,154,10,0,0,0,product_mng,0.017727273,high
0.49,0.77,3,211,3,0,0,0,IT,0.010947867,high
0.29,0.37,6,187,10,1,0,0,sales,0.011871658,high
0.86,0.61,4,193,2,0,0,0,support,0.012642487,high
0.98,0.7,3,153,10,0,0,0,management,0.01372549,high
0.69,0.72,4,185,10,1,0,0,management,0.015567568,high
0.14,0.76,4,142,10,0,0,0,management,0.021408451,high
0.95,0.9,4,221,10,1,0,0,management,0.016289593,high
0.53,0.61,3,148,10,0,0,0,management,0.012364865,high
0.64,0.52,5,258,10,1,0,0,management,0.010077519,high
0.21,0.43,5,175,2,1,0,0,sales,0.012285714,high
0.98,0.68,5,171,3,0,0,0,management,0.019883041,high
0.33,0.97,5,130,4,0,0,0,management,0.037307692,high
0.14,0.79,5,271,4,0,0,0,management,0.014575646,high
0.54,0.79,5,249,3,1,0,0,management,0.015863454,high
0.63,0.48,4,180,4,0,0,0,management,0.010666667,high
0.55,0.69,4,220,3,1,0,0,management,0.012545455,high
0.87,0.87,5,207,2,0,0,0,sales,0.021014493,high
0.81,0.74,2,228,3,0,0,0,management,0.006491228,high
0.55,0.58,3,254,2,0,0,0,management,0.006850394,high
0.53,0.53,4,257,2,0,0,0,management,0.008249027,high
0.69,0.73,3,231,2,1,0,0,management,0.009480519,high
0.8,0.53,3,217,3,0,0,0,management,0.007327189,high
0.77,0.98,3,286,6,0,0,0,management,0.01027972,high
0.51,0.63,5,260,2,0,0,0,product_mng,0.012115385,high
0.5,0.77,3,267,2,0,0,0,management,0.008651685,high
0.74,0.63,3,180,3,0,0,0,management,0.0105,high
0.74,0.77,3,211,3,0,0,0,management,0.010947867,high
0.82,0.51,2,268,2,0,0,0,management,0.00380597,high
0.74,0.71,3,206,3,0,0,0,management,0.010339806,high
0.2,0.59,6,113,3,0,0,0,management,0.031327434,high
0.78,0.65,3,139,3,0,0,0,marketing,0.014028777,high
0.45,0.42,4,156,7,0,0,0,product_mng,0.010769231,high
0.25,0.89,4,154,10,0,0,0,management,0.023116883,high
0.89,0.55,5,251,10,0,0,0,management,0.010956175,high
0.97,0.57,3,164,10,0,0,0,management,0.010426829,high
0.6,0.65,2,225,10,0,0,0,management,0.005777778,high
0.67,0.72,2,134,10,0,0,0,management,0.010746269,high
0.89,0.77,3,144,3,0,0,0,management,0.016041667,high
0.24,0.81,6,263,7,0,0,0,management,0.018479087,high
